car,price,body,mileage,engV,engType,registration,year,model,drive,purchase_date
Honda,11700,hatch,88,1.8,Petrol,yes,2009,Civic,front,18-09-2008
Porsche,72000,sedan,98,4.8,Petrol,yes,2012,Panamera,full,19-09-2008
Infiniti,26000,crossover,49,3.5,Petrol,yes,2008,FX 35,full,22-09-2008
Lexus,31900,crossover,54,3.5,Gas,yes,2010,RX 350,full,23-09-2008
BMW,19900,other,95,4.5,Petrol,yes,2005,645,rear,24-09-2008
BMW,27900,sedan,38,2,Petrol,yes,2013,320,rear,25-09-2008
Volkswagen,40500,crossover,37,3,Diesel,yes,2012,Touareg,full,26-09-2008
Porsche,57000,crossover,43,3.6,Petrol,yes,2011,Cayenne,full,29-09-2008
Mercedes-Benz,57000,sedan,61,4.6,Petrol,yes,2012,S 500,full,30-09-2008
BMW,23500,crossover,140,4.8,Petrol,yes,2008,X5,full,01-10-2008
Infiniti,18300,crossover,114,3.5,Gas,yes,2008,FX 35,full,03-10-2008
ZAZ,5950,sedan,76,1.5,Petrol,yes,2014,Vida,front,06-10-2008
Toyota,11700,sedan,145,2.4,Petrol,yes,2007,Camry,front,07-10-2008
Audi,16800,sedan,47,1.2,Petrol,yes,2013,A3,front,08-10-2008
Acura,17200,crossover,82,3.7,Petrol,yes,2008,MDX,full,10-10-2008
Ford,1499,van,262,1.3,Gas,yes,1996,Escort van,front,13-10-2008
Volkswagen,74000,crossover,1,3,Diesel,yes,2015,Touareg,full,14-10-2008
Subaru,9900,sedan,126,2,Gas,yes,2007,Legacy,full,15-10-2008
Citroen,6600,hatch,114,1.6,Petrol,yes,2006,C4,front,16-10-2008
Ford,1300,hatch,200,1.6,Petrol,yes,1984,Sierra,rear,17-10-2008
Toyota,21600,sedan,66,2.5,Petrol,yes,2011,Camry,front,20-10-2008
Hyundai,12000,hatch,70,1.6,Diesel,yes,2011,i30,front,21-10-2008
Volvo,20999,crossover,125,2.4,Diesel,yes,2009,XC60,full,22-10-2008
Mitsubishi,15900,crossover,138,3,Gas,yes,2008,Pajero Wagon,full,23-10-2008
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front,24-10-2008
Kia,9500,sedan,53,1.4,Petrol,yes,2012,Rio,front,27-10-2008
Mercedes-Benz,33000,crossover,109,2.2,Diesel,yes,2012,GLK 220,full,28-10-2008
Toyota,13500,sedan,139,2.4,Gas,yes,2008,Camry,front,29-10-2008
Volkswagen,21000,crossover,130,2.5,Diesel,yes,2008,Touareg,full,31-10-2008
Toyota,18700,crossover,250,4.7,Gas,yes,2004,Land Cruiser 100,full,03-11-2008
Daewoo,4300,hatch,98,1.5,Petrol,yes,2008,Lanos,front,04-11-2008
Lexus,7700,other,250,3,Petrol,yes,2000,GS 300,,05-11-2008
Fiat,8550,van,200,1.6,Diesel,yes,2007,Scudo пасс.,front,06-11-2008
Skoda,4300,hatch,148,1.2,Petrol,yes,2004,Fabia,front,07-11-2008
Renault,3500,van,30,1.4,Gas,yes,2006,Kangoo груз.,front,10-11-2008
Suzuki,22230,crossover,0,2.4,Petrol,yes,2016,Grand Vitara,full,11-11-2008
Renault,6400,other,209,1.5,Diesel,yes,2005,Scenic,front,12-11-2008
Suzuki,24823.5,crossover,0,2.4,Petrol,yes,2016,Grand Vitara,full,14-11-2008
Honda,23999,sedan,65,2.4,Petrol,yes,2014,Accord,front,17-11-2008
Skoda,11500,sedan,115,1.8,Petrol,yes,2011,Octavia A5,front,18-11-2008
Toyota,0,sedan,21,2.5,Petrol,yes,2015,Camry,front,19-11-2008
Toyota,0,sedan,24,2.5,Petrol,yes,2015,Camry,front,20-11-2008
VAZ,4450,sedan,79,1.6,Gas,yes,2012,2115,front,21-11-2008
Mercedes-Benz,2300,sedan,261,2.3,Gas,yes,1978,E-Class,rear,24-11-2008
Daewoo,4000,sedan,1,1.5,Gas,yes,2007,Lanos,front,25-11-2008
Volkswagen,15700,sedan,110,1.8,Petrol,yes,2011,Passat B7,front,26-11-2008
Hyundai,4800,sedan,220,1.6,Petrol,yes,2002,Elantra,front,28-11-2008
Mercedes-Benz,34900,crossover,64,2.2,Diesel,yes,2013,GLK 220,full,01-12-2008
Mercedes-Benz,14900,other,195,3.2,Gas,yes,1999,CLK 320,rear,02-12-2008
Lexus,15300,crossover,160,3.3,Petrol,yes,2006,RX 330,full,03-12-2008
Chevrolet,4000,sedan,127,1.5,Petrol,yes,2005,Aveo,front,04-12-2008
Renault,9500,sedan,88,1.6,Gas,yes,2012,Fluence,front,05-12-2008
Toyota,22500,sedan,12,2.5,Petrol,yes,2014,Camry,front,08-12-2008
Skoda,12500,sedan,33,1.6,Petrol,yes,2012,Octavia A5,front,10-12-2008
Opel,7300,sedan,221,1.8,Gas,yes,2005,Vectra C,front,11-12-2008
BMW,8700,other,212,3,Diesel,no,2004,730,rear,12-12-2008
VAZ,1950,sedan,103,NA,Other,yes,1990,2106,,15-12-2008
Mitsubishi,1850,sedan,145,1.6,Petrol,no,1997,Carisma,front,16-12-2008
Nissan,7300,other,280,1.9,Diesel,yes,2005,Primastar пасс.,front,17-12-2008
Hyundai,10400,sedan,78,1.4,Petrol,yes,2011,Accent,front,18-12-2008
Volkswagen,8800,van,193,2.5,Diesel,yes,2005,T5 (Transporter) пасс.,front,19-12-2008
Mercedes-Benz,8000,crossover,314,99.99,Gas,yes,2000,ML 320,full,22-12-2008
Toyota,47500,crossover,45,3,Diesel,yes,2014,Land Cruiser Prado,full,23-12-2008
Citroen,8500,van,207,1.6,Diesel,yes,2008,Jumpy пасс.,front,24-12-2008
Subaru,13000,sedan,104,2.5,Petrol,yes,2007,Impreza WRX STI,front,26-12-2008
Mercedes-Benz,23500,sedan,200,5.5,Petrol,yes,2008,S 550,full,29-12-2008
Lexus,16200,sedan,86,3.5,Petrol,yes,2008,ES 350,front,30-12-2008
SsangYong,16750,crossover,54,2,Diesel,yes,2013,Korando,front,31-12-2008
Renault,11700,vagon,177,1.5,Diesel,yes,2012,Laguna,front,01-01-2009
Volkswagen,3100,sedan,232,1.9,Diesel,no,2001,Passat B5,front,02-01-2009
Mitsubishi,16900,other,120,3,Petrol,yes,2008,Pajero Wagon,full,05-01-2009
Volkswagen,3300,vagon,193,1.9,Diesel,no,2003,Passat B5,front,06-01-2009
Volkswagen,2800,hatch,140,1.4,Petrol,no,2002,Golf IV,front,07-01-2009
Mercedes-Benz,15000,sedan,240,5,Petrol,yes,2004,S 500,full,09-01-2009
Hyundai,18499,crossover,39,2,Petrol,yes,2011,IX35,full,12-01-2009
Renault,3800,van,196,1.9,Diesel,yes,1998,Kangoo пасс.,front,13-01-2009
Mitsubishi,8777,sedan,180,20,Petrol,yes,2007,Lancer X,front,14-01-2009
Honda,19300,crossover,76,2.4,Gas,yes,2011,CR-V,full,15-01-2009
Infiniti,14200,crossover,118,3.5,Petrol,yes,2005,FX 35,full,16-01-2009
Toyota,17700,sedan,30,1.6,Petrol,yes,2014,Corolla,front,19-01-2009
BMW,2850,sedan,386,5,Gas,yes,1988,750,rear,20-01-2009
Mercedes-Benz,51500,other,75,6.3,Petrol,yes,2009,CL 63 AMG,rear,21-01-2009
VAZ,1350,sedan,113,1.3,Petrol,yes,1986,2106,rear,22-01-2009
Kia,12500,crossover,152,3.3,Gas,yes,2008,Sorento,full,23-01-2009
Mercedes-Benz,14899,other,209,3,Diesel,yes,2006,E-Class,rear,27-01-2009
Skoda,22500,sedan,40,2,Diesel,yes,2014,Octavia A7,front,28-01-2009
Infiniti,24900,crossover,49,3.5,Petrol,yes,2009,FX 35,full,29-01-2009
VAZ,1399,sedan,139,1.5,Petrol,yes,1997,2105,rear,30-01-2009
Skoda,20500,sedan,130,2,Diesel,yes,2014,Octavia A7,front,02-02-2009
VAZ,3150,hatch,141,1.5,Gas,yes,2006,2109,front,03-02-2009
Fiat,6000,van,161,1.4,Petrol,yes,2006,Doblo Panorama,front,04-02-2009
Mazda,12800,sedan,73,2,Petrol,yes,2009,6,front,05-02-2009
Hyundai,2300,van,210,2.5,Diesel,yes,1998,H 100 пасс.,rear,06-02-2009
Mercedes-Benz,0,van,30,2.2,Diesel,yes,2014,Viano пасс.,,09-02-2009
VAZ,3650,sedan,82,1.6,Petrol,yes,2008,1118,front,10-02-2009
BMW,6100,sedan,205,1.8,Petrol,yes,2001,316,rear,11-02-2009
Toyota,7900,hatch,56,1,Gas,yes,2011,Aygo,front,12-02-2009
VAZ,3400,sedan,200,99.99,Gas,yes,2006,2110,front,13-02-2009
Mercedes-Benz,0,other,0,3,Other,yes,2016,S 400,full,16-02-2009
Land Rover,0,crossover,1,5,Petrol,yes,2016,Range Rover,full,17-02-2009
BMW,72900,crossover,16,3,Diesel,yes,2015,X6,full,18-02-2009
Toyota,30600,crossover,39,2.2,Diesel,yes,2014,Rav 4,full,19-02-2009
Mercedes-Benz,105000,crossover,1,3,Diesel,yes,2016,GLS 350,full,20-02-2009
Land Rover,0,crossover,40,4.4,Diesel,yes,2014,Range Rover,full,24-02-2009
Ford,0,hatch,62,1.6,Petrol,yes,2012,Focus,front,25-02-2009
Opel,8600,van,235,1.9,Diesel,yes,2005,Vivaro пасс.,front,26-02-2009
Hyundai,21400,crossover,96,2.2,Diesel,yes,2012,Santa FE,full,27-02-2009
Volkswagen,8100,sedan,198,1.6,Petrol,yes,2007,Jetta,front,02-03-2009
Nissan,10200,crossover,110,2,Petrol,yes,2008,Qashqai,front,03-03-2009
Daewoo,3800,sedan,110,1.5,Gas,yes,2005,Lanos,front,04-03-2009
Volkswagen,7500,hatch,132,1.4,Diesel,yes,2006,Polo,front,05-03-2009
Toyota,36500,crossover,2,3,Diesel,yes,2014,Hilux,full,06-03-2009
Ford,6500,other,93,1.8,Diesel,yes,2011,Transit Connect груз.,front,09-03-2009
Audi,12800,other,0,NA,Other,yes,2005,A6,,12-03-2009
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear,13-03-2009
Volkswagen,8750,van,200,2.5,Diesel,yes,2006,T5 (Transporter) пасс.,front,16-03-2009
Audi,21500,vagon,165,2,Diesel,yes,2010,A6,front,17-03-2009
Mazda,17650,sedan,34,2,Petrol,yes,2014,6,front,18-03-2009
Kia,21000,crossover,95,2.4,Petrol,yes,2011,Sorento,full,19-03-2009
Toyota,12400,sedan,135,3.5,Gas,yes,2007,Camry,front,20-03-2009
Ford,9300,other,157,2.2,Diesel,yes,2012,Transit груз.,front,23-03-2009
BMW,8900,sedan,234,3.5,Gas,yes,1999,735,rear,24-03-2009
Fiat,7700,sedan,82,1.4,Petrol,yes,2009,Linea,front,25-03-2009
BMW,11700,sedan,316,NA,Diesel,yes,2001,730,rear,26-03-2009
Mercedes-Benz,5000,van,400,2.2,Diesel,yes,1999,Vito пасс.,front,27-03-2009
Ford,5999,van,153,1.8,Gas,yes,2006,C-Max,front,30-03-2009
Volkswagen,0,sedan,60,2,Diesel,yes,2013,Passat CC,front,31-03-2009
Fiat,7500,van,126,1.3,Other,yes,2010,Fiorino пасс.,front,01-04-2009
Lexus,15200,sedan,109,3,Petrol,yes,2007,IS 300,rear,02-04-2009
Mercedes-Benz,22500,sedan,213,2.2,Diesel,yes,2012,E-Class,rear,06-04-2009
BMW,2050,vagon,300,2.5,Diesel,no,1997,525,rear,08-04-2009
Toyota,5900,crossover,180,3,Diesel,no,2003,Land Cruiser Prado,,09-04-2009
BMW,4000,sedan,335,2,Diesel,no,1999,320,rear,13-04-2009
Porsche,54900,crossover,56,3,Diesel,yes,2012,Cayenne,full,15-04-2009
Daewoo,5500,sedan,46,1.5,Gas,yes,2013,Lanos,front,16-04-2009
Mercedes-Benz,25000,sedan,130,5.5,Petrol,yes,2007,S 550,full,17-04-2009
Skoda,15800,vagon,155,1.6,Diesel,yes,2012,Superb,front,20-04-2009
Jaguar,11700,sedan,196,3,Petrol,yes,2007,X-Type,full,21-04-2009
Citroen,3500,van,230,2,Diesel,yes,2003,Jumpy груз.,front,22-04-2009
Volkswagen,44600,crossover,60,3,Diesel,yes,2013,Touareg,full,23-04-2009
Volkswagen,10500,van,312,2.5,Diesel,yes,1998,Multivan,front,24-04-2009
Ford,8700,hatch,69,1.25,Petrol,yes,2013,Fiesta,front,27-04-2009
Hyundai,8999,hatch,74,1.4,Petrol,yes,2011,i20,,28-04-2009
BMW,58500,crossover,80,3,Diesel,yes,2013,X5,full,29-04-2009
Geely,2500,sedan,131,1.5,Petrol,yes,2007,CK-2,front,04-05-2009
Audi,9499,sedan,255,2.5,Diesel,yes,2002,A6,front,05-05-2009
BMW,58500,crossover,80,3,Diesel,yes,2013,X5 M,full,06-05-2009
Mercedes-Benz,11777,other,300,4.3,Gas,yes,2001,S 430,rear,07-05-2009
UAZ,2200,crossover,30,2.4,Petrol,yes,1984,469,full,08-05-2009
UAZ,3000,other,1,NA,Other,yes,1985,3303,full,11-05-2009
Renault,11800,other,179,1.5,Diesel,yes,2012,Megane,front,12-05-2009
BMW,3600,sedan,221,3,Diesel,no,2002,530,rear,13-05-2009
VAZ,3000,crossover,28,1.7,Petrol,yes,1990,2121,full,14-05-2009
Chevrolet,0,van,7,5.3,Gas,yes,2012,Express пасс.,full,15-05-2009
Audi,4400,sedan,340,2.8,Gas,yes,1992,100,front,19-05-2009
Mercedes-Benz,5600,vagon,355,2.5,Diesel,yes,1996,250,rear,20-05-2009
Hummer,43000,crossover,125,6.2,Gas,yes,2008,H2,full,21-05-2009
BMW,18000,crossover,280,3,Diesel,yes,2005,X5,full,22-05-2009
Opel,600,hatch,58,1.3,Petrol,yes,1986,Kadett,front,25-05-2009
Infiniti,23800,sedan,650,2.5,Petrol,yes,2012,G25,rear,26-05-2009
Chevrolet,6600,hatch,16,1.5,Gas,yes,2014,Aveo,front,27-05-2009
Kia,8500,hatch,88,1.4,Petrol,yes,2009,Ceed,front,28-05-2009
Mercedes-Benz,7000,sedan,300,4.3,Gas,yes,2000,E-Class,rear,29-05-2009
Mazda,28800,crossover,41,2.2,Diesel,yes,2014,CX-5,full,01-06-2009
Mitsubishi,7000,sedan,180,1.6,Gas,yes,2004,Lancer,front,02-06-2009
Lexus,0,crossover,1,2,Petrol,yes,2016,RX 200,full,03-06-2009
Volkswagen,2500,sedan,324,1.6,Diesel,yes,1984,Jetta,front,04-06-2009
Dacia,6800,vagon,150,1.6,Petrol,yes,2007,Logan,front,05-06-2009
Fiat,6700,van,137,1.3,Diesel,yes,2008,Fiorino пасс.,front,08-06-2009
Daewoo,2900,sedan,138,NA,Other,yes,2007,Nexia,front,09-06-2009
Audi,17500,vagon,144,2,Diesel,yes,2010,A4,front,10-06-2009
Opel,6850,other,52,1.4,Petrol,yes,2012,Combo груз.,,11-06-2009
Volkswagen,2900,van,433,2.4,Diesel,no,1995,T4 (Transporter) пасс.,front,12-06-2009
Lexus,19500,sedan,167,3.5,Petrol,yes,2009,GS 350,full,15-06-2009
VAZ,3250,hatch,70,1.6,Petrol,yes,2008,2109,front,16-06-2009
Toyota,0,sedan,15,2.5,Petrol,yes,2015,Camry,front,17-06-2009
Chevrolet,7999,hatch,112,1.8,Gas,yes,2010,Lacetti,front,18-06-2009
Toyota,135000,crossover,1,4.5,Diesel,yes,2011,Land Cruiser 200,full,19-06-2009
Ford,1852.5,van,45,1.8,Diesel,yes,1999,Escort,front,22-06-2009
Ferrari,130000,other,7,4.3,Petrol,yes,2011,California,rear,23-06-2009
Mitsubishi,15900,crossover,180,3,Gas,yes,2008,Pajero Wagon,full,24-06-2009
Chery,2500,hatch,86,1.1,Petrol,yes,2007,QQ,front,25-06-2009
Volkswagen,22200,hatch,51,2,Petrol,yes,2013,New Beetle,front,26-06-2009
Opel,7400,sedan,250,2.2,Diesel,yes,2005,Vectra C,front,29-06-2009
Volkswagen,7300,van,142,2,Diesel,yes,2006,Caddy пасс.,front,30-06-2009
Ford,6015.99375,hatch,45,1,Petrol,yes,2014,Fiesta,front,01-07-2009
Mercedes-Benz,27500,crossover,152,6.3,Petrol,yes,2007,ML 63 AMG,full,02-07-2009
Skoda,1667.25,hatch,186,1.3,Petrol,yes,1999,Felicia,front,03-07-2009
Volkswagen,12900,van,176,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front,06-07-2009
Volkswagen,0,van,270,2.4,Diesel,yes,1993,T4 (Transporter) пасс.,,07-07-2009
Citroen,8200,other,29,NA,Petrol,yes,2012,C1,front,08-07-2009
Renault,6999,sedan,65,1.4,Petrol,yes,2012,Symbol,front,09-07-2009
Daewoo,3900,sedan,160,1.5,Gas,yes,2006,Lanos,front,10-07-2009
Lexus,46500,crossover,60,4.6,Petrol,yes,2012,GX,full,13-07-2009
BMW,5900,hatch,243,2,Petrol,no,2006,116,,14-07-2009
SsangYong,16500,crossover,22,2,Diesel,yes,2013,Korando,front,15-07-2009
VAZ,3499,sedan,70,1.6,Petrol,yes,2007,2115,front,16-07-2009
VAZ,4600,hatch,54,1.6,Petrol,yes,2011,2114,front,17-07-2009
Smart,2150,hatch,172,0.8,Diesel,no,2002,Fortwo,rear,20-07-2009
Renault,4000,sedan,180,1.4,Gas,yes,2006,Logan,front,21-07-2009
Peugeot,1999,hatch,175,2,Diesel,no,2001,307,front,22-07-2009
Daewoo,4900,sedan,66,1.6,Gas,yes,2012,Nexia,front,23-07-2009
Chevrolet,5900,sedan,158,1.8,Petrol,yes,2008,Lacetti,front,24-07-2009
Mazda,21000,crossover,56,2,Petrol,yes,2012,CX-5,full,27-07-2009
Volkswagen,11800,other,200,1.9,Diesel,yes,2007,T5 (Transporter) пасс.,front,28-07-2009
Mercedes-Benz,16500,sedan,280,3.7,Petrol,yes,2004,S 350,full,29-07-2009
Mercedes-Benz,115555,crossover,39,3,Diesel,yes,2015,G 350,full,30-07-2009
Nissan,12500,other,190,2.5,Diesel,yes,2008,Navara,full,31-07-2009
Hyundai,30900,crossover,0,2,Petrol,yes,2016,Tucson,full,03-08-2009
UAZ,7000,crossover,53,2.7,Petrol,yes,2009,Патриот,full,04-08-2009
Porsche,24200,crossover,108,3.6,Petrol,yes,2007,Cayenne,full,05-08-2009
Toyota,28700,crossover,92,3.5,Gas,yes,2012,Highlander,full,06-08-2009
Skoda,23800,sedan,67,1.8,Petrol,yes,2014,Superb,front,07-08-2009
BMW,1400,sedan,260,1.8,Petrol,no,1996,318,rear,10-08-2009
Ford,3350,sedan,150,2,Petrol,yes,1990,Sierra,rear,11-08-2009
Hyundai,35500,crossover,0,2,Diesel,yes,2016,Tucson,full,12-08-2009
BMW,22600,crossover,69,3,Petrol,no,2013,X6,full,13-08-2009
Mazda,0,other,90,NA,Other,yes,2004,RX-8,,14-08-2009
Volvo,19500,sedan,54,1.6,Diesel,yes,2012,S60,front,17-08-2009
Opel,8900,sedan,110,2.2,Petrol,yes,2008,Vectra C,front,18-08-2009
Skoda,8900,sedan,140,1.6,Petrol,yes,2009,Octavia A5,front,19-08-2009
Daewoo,3500,sedan,95,1.5,Petrol,yes,2006,Lanos,,20-08-2009
Moskvich-AZLK,700,sedan,100,1.5,Petrol,yes,1980,2140,front,21-08-2009
Volkswagen,5300,sedan,270,1.8,Gas,yes,1997,Passat B5,front,24-08-2009
Volkswagen,9900,van,300,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front,25-08-2009
Hyundai,17999,crossover,39,2,Petrol,yes,2013,IX35,,26-08-2009
Volvo,3200,sedan,312,2.5,Diesel,no,2000,S80,front,27-08-2009
Moskvich-Izh,1400,van,136,1.6,Gas,yes,2004,2717,,28-08-2009
Mitsubishi,9950,crossover,275,3.5,Gas,yes,2000,Pajero Wagon,full,31-08-2009
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front,01-09-2009
VAZ,2400,hatch,1,1.3,Petrol,yes,1990,2108,front,02-09-2009
VAZ,4100,sedan,14,1.6,Gas,yes,2007,2110,front,03-09-2009
Toyota,16000,sedan,89,1.8,Other,yes,2011,Avensis,front,04-09-2009
VAZ,750,sedan,999,1.3,Petrol,yes,1984,2106,rear,07-09-2009
Nissan,16700,crossover,65,1.6,Petrol,yes,2013,Juke,front,08-09-2009
Toyota,9500,hatch,103,1.6,Petrol,yes,2008,Auris,front,09-09-2009
Mazda,10500,sedan,100,1.6,Gas,yes,2009,3,front,10-09-2009
Subaru,11700,crossover,94,2.5,Petrol,yes,2009,Forester,full,11-09-2009
Peugeot,7800,hatch,35,1,Petrol,yes,2013,107,front,14-09-2009
Peugeot,10200,other,92,2,Petrol,yes,2008,307,front,15-09-2009
Toyota,35999,crossover,102,4,Petrol,yes,2011,Land Cruiser Prado,full,16-09-2009
Toyota,3100,hatch,283,1.3,Petrol,yes,1994,Corolla,front,17-09-2009
Mercedes-Benz,7900,van,234,2.2,Diesel,yes,2002,Vito пасс.,front,18-09-2009
Volkswagen,18000,vagon,18,1.6,Diesel,yes,2011,Passat B7,front,22-09-2009
BMW,16700,crossover,260,4.4,Petrol,yes,2003,X5,full,23-09-2009
VAZ,5799,vagon,62,1.6,Gas,yes,2011,2171,front,24-09-2009
Toyota,12750,hatch,164,1.4,Diesel,yes,2012,Auris,front,25-09-2009
Volkswagen,12750,vagon,130,1.4,Gas,yes,2010,Passat B6,front,29-09-2009
Renault,3999,other,227,1.4,Gas,yes,2005,Kangoo груз.,front,30-09-2009
Mitsubishi,9700,van,247,2.4,Gas,yes,2008,Grandis,front,01-10-2009
Renault,15200,other,173,2.3,Diesel,yes,2013,Master груз.,front,05-10-2009
Skoda,33900,sedan,6,1.8,Petrol,yes,2016,Superb,front,06-10-2009
VAZ,3100,hatch,147,1.6,Petrol,yes,2009,2113,front,07-10-2009
Mercedes-Benz,29500,crossover,55,2.2,Diesel,no,2013,ML 250,full,08-10-2009
Toyota,11990,sedan,129,2.4,Petrol,yes,2007,Camry,front,09-10-2009
Ford,17950,van,90,1.6,Diesel,yes,2014,Tourneo Connect пасс.,front,12-10-2009
SsangYong,21950,crossover,56,2.7,Diesel,yes,2013,Rexton W,full,14-10-2009
Renault,7300,van,212,1.5,Diesel,yes,2009,Kangoo пасс.,full,15-10-2009
Skoda,5700,hatch,170,1.2,Petrol,yes,2007,Fabia,front,16-10-2009
Peugeot,26500,other,179,1.6,Petrol,yes,2004,307,front,17-10-2009
Renault,6500,vagon,186,1.5,Diesel,yes,2004,Megane,front,20-10-2009
Kia,26000,crossover,82,3,Diesel,yes,2011,Mohave,full,21-10-2009
Skoda,7200,sedan,234,2,Gas,yes,2006,Octavia Tour,front,22-10-2009
Lancia,1550,sedan,250,NA,Other,yes,1990,Prisma,,23-10-2009
Citroen,4400,van,215,1.9,Diesel,yes,2006,Berlingo пасс.,front,26-10-2009
Mercedes-Benz,55000,crossover,127,5.5,Petrol,yes,2008,G 55 AMG,full,27-10-2009
Volkswagen,4900,sedan,500,1.9,Diesel,yes,1995,Passat B4,front,28-10-2009
Chevrolet,10100,sedan,90,1.8,Petrol,yes,2011,Cruze,front,29-10-2009
Hyundai,17950,crossover,17,2,Petrol,yes,2013,Santa FE,full,30-10-2009
Nissan,2500,sedan,5,3,Gas,yes,1988,Maxima,front,03-11-2009
BMW,16100,crossover,194,3,Diesel,yes,2004,X5,full,04-11-2009
Mercedes-Benz,7777,sedan,270,2.8,Gas,yes,1996,S 140,rear,05-11-2009
Opel,5500,van,182,1.3,Diesel,yes,2007,Combo пасс.,front,06-11-2009
Volkswagen,9900,other,171,1.6,Diesel,yes,2011,Caddy груз.,front,09-11-2009
Skoda,5800,hatch,310,1.6,Gas,yes,1998,Octavia,front,10-11-2009
Volkswagen,3500,hatch,250,1.9,Diesel,no,2000,Beetle,front,11-11-2009
Nissan,7600,sedan,135,1.6,Petrol,yes,2008,TIIDA,front,12-11-2009
Hyundai,13300,crossover,122,2.7,Gas,yes,2009,Tucson,full,13-11-2009
BMW,46800,sedan,33,2,Diesel,yes,2014,520,rear,16-11-2009
Mercedes-Benz,9300,van,159,2.2,Diesel,yes,2010,Vito пасс.,rear,17-11-2009
Renault,8250,sedan,16,1.2,Petrol,yes,2014,Logan,front,18-11-2009
Ford,14999,crossover,80,2.5,Petrol,yes,2011,Kuga,full,19-11-2009
BMW,15400,vagon,179,2,Diesel,yes,2007,520,front,20-11-2009
Citroen,1600,van,250,1.4,Gas,no,1998,Berlingo пасс.,front,23-11-2009
Hyundai,17500,crossover,88,NA,Other,yes,2012,IX35,,24-11-2009
Kia,7250,sedan,170,1.6,Diesel,yes,2008,Cerato,,25-11-2009
Smart,3900,other,138,0.6,Petrol,yes,2000,City,rear,26-11-2009
Audi,4200,vagon,215,2.5,Diesel,no,2003,A6,full,27-11-2009
Daewoo,3500,hatch,173,1.6,Gas,yes,2003,Lanos,front,30-11-2009
Mazda,13899,sedan,80,1.8,Gas,yes,2011,6,front,01-12-2009
Audi,23000,crossover,167,3.6,Petrol,yes,2008,Q7,full,02-12-2009
Ford,6490,hatch,150,1.4,Gas,yes,2006,Fiesta,front,03-12-2009
Mercedes-Benz,8500,sedan,388,4.3,Gas,yes,2000,S 430,rear,04-12-2009
Skoda,13200,hatch,67,1.8,Petrol,yes,2012,Octavia A5,front,07-12-2009
VAZ,1500,hatch,60,NA,Petrol,yes,1991,2109,front,08-12-2009
Ford,4900,other,250,2.5,Diesel,no,2001,Ranger,full,09-12-2009
BMW,7400,sedan,285,4.4,Gas,yes,1997,540,rear,10-12-2009
Skoda,17000,crossover,32,1.8,Petrol,yes,2013,Yeti,full,11-12-2009
Lexus,18000,crossover,145,3.5,Petrol,yes,2007,RX 350,full,14-12-2009
Volkswagen,2500,sedan,488,2,Petrol,yes,1991,Passat B3,front,15-12-2009
Volkswagen,4600,hatch,1,1.8,Gas,yes,1996,Golf III,front,16-12-2009
BMW,12700,hatch,130,2,Petrol,yes,2007,118,rear,17-12-2009
Mazda,28000,crossover,76,2.5,Petrol,yes,2014,CX-5,full,18-12-2009
Skoda,13150,hatch,108,1.8,Petrol,yes,2012,Octavia A5,front,21-12-2009
Chevrolet,4500,sedan,77,1.5,Petrol,yes,2005,Aveo,,22-12-2009
Mercedes-Benz,6700,van,310,2.2,Diesel,yes,2001,Vito пасс.,front,23-12-2009
Peugeot,3800,hatch,322,70,Diesel,yes,2000,206,front,24-12-2009
Nissan,15990,crossover,122,1.6,Petrol,yes,2011,Juke,full,29-12-2009
Land Rover,7800,crossover,355,3,Diesel,no,2003,Range Rover,full,30-12-2009
Porsche,67000,hatch,49,3,Diesel,yes,2012,Panamera,rear,31-12-2009
Volkswagen,6650,van,223,1.9,Diesel,yes,2007,Caddy груз.,front,04-01-2010
Fiat,7500,van,130,2,Diesel,yes,2012,Doblo груз.,front,05-01-2010
Peugeot,7100,hatch,184,1.4,Petrol,yes,2007,307,front,06-01-2010
Daewoo,3350,other,182,1.5,Petrol,yes,2008,Lanos,full,07-01-2010
Audi,7800,sedan,90,2.2,Gas,yes,1994,S4,full,08-01-2010
Mercedes-Benz,12250,van,300,2.2,Diesel,yes,2007,Vito пасс.,rear,11-01-2010
Hyundai,6250,sedan,190,2,Petrol,yes,2006,Elantra,front,12-01-2010
Audi,8150,sedan,162,2,Petrol,yes,2004,A4,front,13-01-2010
Honda,2700,sedan,357,1.5,Petrol,yes,1993,Civic,,14-01-2010
Skoda,11485.5,hatch,1,1,Petrol,yes,2015,Fabia,front,15-01-2010
Hyundai,10800,sedan,182,3.3,Gas,yes,2008,Sonata,front,18-01-2010
Volkswagen,7500,sedan,272,2.8,Gas,yes,2002,Passat B5,full,19-01-2010
Skoda,18520,hatch,0,1.6,Petrol,yes,2016,Spaceback,front,20-01-2010
Skoda,18255,sedan,0,1.6,Petrol,yes,2016,Rapid,front,21-01-2010
Skoda,15520,sedan,0,1.2,Petrol,yes,2016,Rapid,front,22-01-2010
Peugeot,0,other,48,1.6,Diesel,yes,2014,Partner груз.,front,25-01-2010
Peugeot,7300,hatch,98,1,Petrol,yes,2012,107,front,27-01-2010
